mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,emotion
-288.75354,14.726857,-19.964088,-5.231592,-10.866392,-12.22809,-18.084394,-14.121621,-15.094113,-0.32416642,-11.263431,-4.018844,-6.7179265,0
-585.3057,54.69252,1.2741957,17.684958,1.2261871,-3.8374672,-8.492109,-14.376899,-5.069892,-0.9624288,-0.23934324,4.355447,-5.5282826,3
-597.1804,50.61168,-7.5009336,11.818072,-1.5392009,-6.661207,-13.223847,-18.496387,-8.695646,-2.1205602,-7.7900743,0.6583415,-8.589977,3
-610.67645,58.05156,8.025118,20.12974,5.4582176,2.2729626,-6.703247,-9.687829,-3.1727445,1.4165988,-0.6331763,3.5354192,-3.4932566,3
-612.3295,53.533394,-3.4116976,17.6095,0.65313905,-0.99678564,-10.99842,-12.978873,-3.6557865,0.27217796,-2.2611947,0.3424296,-4.057832,3
-423.6124,44.89806,-13.239919,6.211369,2.0802455,2.7962093,-14.170516,-15.342428,-7.0987215,4.8880177,-5.754814,1.6966782,-4.8057914,3
-396.46378,37.958374,-22.271803,0.14459114,0.5987775,-5.697297,-18.39269,-18.721224,-12.176107,-2.8350463,-11.949524,-4.527916,-7.4007254,3
-358.736,33.83272,-17.99327,-0.9591924,-6.990528,-2.7832186,-21.388372,-19.504974,-14.511806,-1.9304734,-10.651088,-5.9242196,-11.05865,3
-414.99945,39.98568,-18.811035,-0.42431366,-0.11817932,-4.935954,-21.295918,-17.26149,-15.79521,4.2777224,-10.131729,-5.598218,-8.884525,3
-627.0275,55.826786,-3.0519013,11.376297,0.9628982,-4.0190115,-9.949703,-13.632458,-9.365597,0.3617036,-8.851124,-2.0384529,-8.592283,2
-609.8482,48.630226,-1.8196949,5.451504,1.754045,-6.471004,-10.447012,-12.57581,-9.874215,0.55593383,-8.2442255,-2.7399788,-5.6218934,2
-647.28455,64.09895,1.3118758,11.22404,-1.3016418,1.5180992,-15.225753,-10.969004,-5.341047,-1.6471299,-4.874846,-1.0053728,-8.948177,2
-653.30237,47.98029,0.103386305,7.905225,-1.5232546,0.9379812,-13.63718,-9.168232,-4.715235,0.9429714,-5.368803,-0.5013167,-8.095273,2
-481.41324,40.359367,-11.314102,-8.036624,-8.665227,-4.5014033,-21.606674,-16.273838,-10.677674,-2.3675153,-6.761635,-6.647119,-8.243567,2
-482.01035,28.902939,-9.04299,-0.94032687,-10.832129,-12.178334,-23.77035,-10.501741,-9.290788,-3.2537506,-8.409141,-6.448164,-10.620009,2
-511.90863,42.530903,6.276206,-5.4948196,-6.049113,-3.9344583,-22.131348,-8.061437,-9.965985,-9.481057,-4.248961,-8.712762,-12.459967,2
-495.64404,39.776936,-4.1272955,-1.9744911,-4.543843,-6.831641,-21.261982,-10.582245,-8.260896,-5.672657,-8.641843,-6.2597303,-9.264071,2
-653.60156,48.98984,-2.7118902,10.495172,-0.8347818,-4.960938,-8.746911,-9.693078,-9.410299,0.21727785,-6.780532,-0.121961825,-7.970858,7
-667.964,46.855015,-4.502452,13.488219,1.0543959,-5.2917514,-8.219197,-9.7874155,-5.301252,0.2790953,-8.012428,0.88349694,-8.455045,7
-652.89874,50.87319,-0.3634759,13.623131,-1.9727019,-1.9024507,-8.597917,-11.847918,-6.551761,0.41444522,-5.3220997,-1.6139334,-7.8205843,7
-650.32294,44.400097,-3.2808363,8.320102,-5.774421,-3.4768271,-8.815338,-9.874174,-8.856648,-0.50125706,-7.951076,-0.33185804,-8.097826,7
-591.0694,45.544388,-6.400147,10.601403,-0.8306355,-6.422934,-9.359279,-10.411144,-8.959693,1.6223544,-9.656035,1.7230631,-7.5239024,7
-543.72943,36.740692,-5.6008883,8.11753,-4.1234026,-4.4917974,-9.764543,-10.877694,-10.798857,-0.38033444,-8.653319,-0.27108577,-6.895019,7
-588.73627,40.11412,-5.1419563,8.587538,-4.294502,-5.249882,-10.904133,-15.455505,-7.5172963,-0.5910381,-7.907328,0.5782218,-9.122984,7
-569.6542,42.43891,-6.6409225,6.5514727,-2.9859078,-3.838552,-13.3211975,-11.293906,-9.56798,0.3128091,-8.217976,0.4487218,-8.505033,7
-635.504,46.859524,-9.30654,7.7824636,-9.412089,-1.9894083,-12.161742,-4.883361,-3.250412,-2.8334997,-5.1385026,-2.569628,-3.0772042,5
-636.2031,40.713516,-8.066977,9.882349,-10.729169,-0.8873327,-11.882154,-2.699216,-4.1810217,-1.4851929,-5.173783,-2.961529,-2.9035769,5
-610.5538,45.064766,-11.3071375,4.8158484,-8.642383,-2.0392797,-12.92145,-6.129472,-4.622307,-3.0098295,-6.0579267,-3.5820165,-0.83458537,5
-627.8946,40.567448,-10.115053,4.460762,-11.391437,-3.290909,-14.063371,-7.219287,-5.690091,-4.0646048,-6.5361567,-6.0886693,-2.6532202,5
-647.90356,44.862465,-2.8231883,9.620815,-9.219546,0.89130074,-10.927738,-3.2572784,-4.3490396,-1.4735659,-7.212737,-1.5284038,-1.6769153,1
-644.3636,39.85176,-8.373958,7.232504,-10.39176,-0.26709798,-12.863205,-3.3843875,-5.0706935,-2.2079482,-9.790138,-2.189712,-1.5862522,1
-641.8881,39.874386,-7.346278,3.042055,-8.390265,-3.82836,-12.577814,-6.4419637,-5.2277527,-4.2885823,-8.219711,-4.017489,-2.5176516,1
-634.599,41.82233,-13.95946,0.93207777,-10.772326,-4.3624415,-15.726805,-7.5883217,-6.578567,-5.1973624,-9.544814,-6.8504343,-4.2421746,1
-630.18365,36.4898,-5.7063503,6.0471134,-11.07734,-2.0467026,-9.983378,-6.672563,-4.5550847,-3.0011122,-9.289971,-2.938777,-4.528019,1
-641.75024,38.164257,-8.423398,4.9438767,-11.306185,-0.16995461,-12.630556,-5.3120747,-6.0252953,-1.3034531,-10.008568,-3.4851243,-2.660082,1
-645.6788,35.38143,-8.102873,-1.138877,-8.809355,-3.6494017,-16.087242,-8.737522,-6.215338,-4.925636,-12.511146,-4.7029395,-5.204504,1
-647.9278,41.851234,-6.3838544,0.9768433,-8.334144,-2.879702,-14.763922,-6.6099653,-4.307275,-3.5080879,-12.893905,-4.910717,-4.0568147,1
-575.308,34.255623,-20.208982,9.764144,-14.158474,-1.0544086,-15.636676,-6.932987,-4.732601,-4.189685,-5.54985,-6.670012,-2.3735542,4
-590.0623,35.495518,-15.545159,12.28236,-14.4980545,-1.2310234,-15.291076,-5.733482,-5.1762395,-5.4042134,-4.4106097,-5.8284464,-1.3020118,4
-588.3583,33.506294,-20.716036,5.6822004,-13.604918,-4.8696213,-19.318829,-7.5221114,-4.8417535,-7.199635,-5.537048,-8.346095,-2.1293943,4
-575.9155,37.915443,-14.913014,8.030448,-12.413166,-4.807693,-17.503618,-5.1182976,-3.323508,-5.4337673,-5.0172873,-6.04653,-2.430077,4
-467.12836,21.286451,-28.818903,8.376569,-23.193499,-6.6280556,-17.497849,-6.8253894,-8.273791,-8.980712,-4.5882874,-9.810645,-1.1581109,4
-475.69626,25.706892,-31.119968,8.859643,-21.739695,-9.410629,-16.665127,-7.5410666,-6.418141,-8.619848,-2.9353607,-9.012224,0.4836039,4
-519.5791,28.894487,-23.717693,6.195446,-15.20291,-10.760561,-18.994604,-7.185089,-3.9401376,-10.745813,-4.6025615,-9.455353,-1.5658064,4
-525.0004,27.715374,-23.651556,5.2330523,-17.881542,-9.019425,-17.272749,-8.893419,-6.9293847,-10.228885,-4.574549,-9.799886,-0.8649074,4
-661.0495,44.525383,-10.6103,6.565742,-10.978052,-2.8685632,-14.140291,-6.8399353,-6.481752,-3.0390234,-8.523828,-1.607465,-1.5472572,6
-654.9673,47.258602,-9.479392,8.129261,-10.075918,-0.8931645,-11.956284,-7.2431135,-4.2684593,-2.8976717,-6.9080343,-2.3284717,-2.5275764,6
-641.71045,36.92665,-6.089391,3.5225875,-8.74937,-5.2346106,-15.984352,-5.8120017,-4.543065,-5.001565,-6.1731696,-4.2890825,-2.6710036,6
-669.1295,38.32233,-6.3693957,6.4985523,-7.4218063,-3.6072683,-13.02617,-6.5831423,-2.595401,-4.0389414,-6.4096813,-3.4855196,-3.1617873,6
-650.8868,40.80198,-9.270517,4.258026,-13.51108,-5.6474605,-18.297525,-10.896011,-7.1072245,-6.006066,-5.8342338,-3.7171464,1.1468616,6
-666.3354,47.731148,-5.5205183,6.5179043,-9.326645,-5.7203507,-16.798338,-9.91748,-6.992858,-4.6434627,-6.5526023,-3.9781663,-3.2953644,6
-643.56195,36.958782,-7.2578807,1.9418758,-9.547103,-6.427573,-18.538038,-12.08632,-7.592684,-6.549978,-7.0744476,-7.194518,-2.7311492,6
-651.8596,38.800713,-7.471868,4.9302583,-9.867946,-9.3287325,-18.40658,-10.763081,-5.2918034,-8.031426,-7.061955,-6.3776565,-2.042928,6
-550.4887,37.2185,-10.385722,5.9885554,-11.668587,-0.62796575,-12.26552,-6.168148,-3.9814212,-1.6865785,-4.3894563,-2.7085412,-1.1006157,0
-518.1743,33.237217,-15.13356,6.991657,-13.168068,-0.8927123,-14.027155,-4.109964,-2.3982348,-0.5652399,-3.9901302,-1.8716067,-2.428329,0
-560.46924,39.393127,-9.817447,2.5688236,-11.705588,-1.1297174,-13.721407,-7.347969,-4.0997787,-4.27943,-5.041852,-4.700175,-1.7979907,0
-551.4179,33.69722,-15.618181,2.4753423,-16.744654,-1.8589498,-14.959227,-8.07913,-4.805926,-3.479196,-5.568097,-5.568685,-0.46620318,0
-432.5826,21.374653,-22.478294,1.9740068,-21.098906,0.924917,-15.338175,-5.0916796,-5.1205726,-3.1420844,-4.9458756,-5.6311727,-2.2317586,0
-456.59048,23.86852,-23.54307,2.0906575,-21.240807,3.4109626,-12.757465,-6.5452123,-5.767519,-2.7945378,-3.8888772,-6.6198707,-1.2096909,0
-415.266,17.019833,-32.023663,-4.5793056,-25.849531,-2.6439412,-18.495285,-11.433888,-8.231014,-7.907068,-6.8009095,-10.240408,-5.0449586,0
-405.63995,14.440585,-31.124907,-3.0912752,-26.212135,-0.80604213,-17.687393,-9.568361,-8.240066,-7.482601,-7.1035237,-10.320917,-4.7460423,0
-553.4888,22.289068,-24.45363,4.6413555,-19.241009,-4.560739,-18.644955,-7.895986,-9.047946,-5.412977,-7.857378,-1.9332992,-0.7753667,3
-555.03217,23.60102,-25.355446,2.6876495,-17.725712,-3.4865105,-18.67976,-9.512626,-7.465386,-6.124884,-7.6682305,-3.0019243,0.4438809,3
-556.7622,22.966057,-24.665188,3.5283976,-15.9844,-6.4663234,-21.001518,-7.870739,-5.0135107,-7.580486,-7.098062,-3.2497175,-0.49435186,3
-553.0392,19.581268,-29.209679,1.0709462,-15.776533,-9.393948,-23.662481,-7.868985,-4.505103,-8.767192,-8.5560465,-1.348679,-0.67595893,3
-506.35052,10.758813,-31.04682,0.015593665,-22.423061,-6.5103073,-18.253803,-9.593356,-4.480344,-8.887969,-8.31024,-3.4023552,2.4376688,3
-484.59293,8.895423,-29.561283,0.32992578,-21.971195,-7.287888,-16.712929,-11.268531,-6.0660167,-9.529382,-5.727594,-2.0855067,2.7350774,3
-484.2766,8.634192,-28.889881,-3.1381564,-18.745903,-8.087718,-15.878197,-8.78372,-7.0051866,-9.402925,-7.4036975,-4.250699,2.3501751,3
-474.0803,12.205199,-27.079119,-2.2878964,-17.336788,-7.9556556,-20.336235,-8.028644,-4.2589855,-8.712119,-6.3242173,-2.1988497,1.6764696,3
-617.67883,41.76342,-10.405924,3.7967346,-8.891609,0.02659411,-17.955019,-4.8130593,-4.0052643,-3.0821202,-4.7392874,-2.7499561,-1.9728868,2
-630.92914,47.32866,-10.745238,5.3229027,-11.250177,-0.17383927,-18.311941,-8.272324,-2.8446412,-4.0632424,-6.2024803,-5.4781227,-2.825596,2
-604.94324,44.360023,-9.905409,2.8190627,-8.4247675,-3.179055,-16.653154,-8.783051,-1.8696085,-7.5581055,-4.7438736,-6.514774,-2.9577956,2
-617.3458,40.92092,-14.1963005,3.8234363,-12.442366,-4.769311,-19.578442,-7.53965,-1.1267983,-9.19882,-4.82947,-8.136191,-4.250029,2
-560.8809,34.123947,-14.916219,0.2698471,-16.345976,-1.4745553,-18.403963,-8.668279,-3.3086412,-6.6788955,-6.6442137,-4.8993998,-3.5475106,2
-563.0624,37.412033,-10.446281,2.1922715,-13.531517,0.88577974,-14.660057,-7.183646,-2.2393427,-3.5193923,-5.8238826,-4.3320947,-2.9060397,2
-537.7438,38.262936,-16.006216,-3.8914816,-13.067917,-7.3925385,-21.382174,-8.295103,-3.9188535,-10.384421,-2.561818,-8.554882,-3.96279,2
-548.40186,37.29879,-16.011105,-1.4424741,-12.936198,-6.185905,-18.652544,-8.143974,-2.647639,-6.788503,-1.877609,-7.807048,-1.6718885,2
-555.8659,29.429388,-13.2080555,9.112675,-14.942541,-2.315012,-8.522302,-2.9221978,-5.621557,-2.8347228,-7.201554,-0.59236,-0.62178135,7
-589.79395,32.185677,-17.421217,5.5918007,-13.222253,-2.3089092,-9.831698,-6.7110353,-7.077708,-5.9310217,-5.6712337,-3.17062,-1.1930869,7
-580.2118,33.25449,-14.768924,3.332957,-14.1879425,-2.5501132,-12.279975,-6.3174696,-5.3189917,-7.1507444,-6.6436305,-5.9555125,0.6830446,7
-574.93225,32.683197,-17.520176,6.1612973,-15.684864,-7.4932513,-14.68238,-8.011667,-7.1249113,-6.988832,-7.759219,-2.6818538,2.2686372,7
-517.66724,25.290524,-16.616505,5.096564,-15.2063055,-1.3558952,-11.674898,-5.937261,-6.2088184,-3.6516995,-5.7478747,0.99434775,5.45068,7
-527.3758,27.021725,-22.17554,4.021139,-17.86612,-2.1493087,-10.227156,-5.8940687,-6.180747,-4.2321677,-5.3448634,2.107646,4.575557,7
-526.6905,27.007748,-16.665508,-0.06621857,-18.97264,-6.011789,-12.899256,-9.506945,-7.699853,-5.328232,-3.3790977,-2.917669,3.4074662,7
-506.39575,27.90721,-23.548574,-4.5614543,-18.547363,-7.3098555,-17.21465,-8.972505,-7.7178254,-7.619789,-8.702255,-5.695661,-1.0760287,7
-605.08386,51.924683,-3.4069045,12.412755,-0.9150941,-8.159618,-13.88424,-2.1291082,-10.9218855,-1.8940849,-4.600322,-3.5193129,-3.3029048,5
-609.75146,64.89897,4.0109544,20.173578,5.142589,-3.4417114,-10.076973,1.9118946,-6.3488464,0.9372659,-1.2116717,1.7543993,-0.5908471,5
-616.92883,53.703053,-0.9251068,13.848381,2.0310884,-8.185344,-14.20466,-2.577586,-11.511816,0.6116782,-6.603321,-2.0901835,-2.3448076,5
-603.7214,51.18193,2.607403,12.012228,4.409823,-9.139458,-16.748693,-4.4250054,-12.314622,-2.0105317,-5.1126747,-2.1339025,-3.574953,5
-624.86255,60.14528,4.126385,12.680597,2.9438584,-7.564155,-12.16438,0.52542686,-9.281579,4.4811754,-6.8157015,-1.2781336,-4.482507,1
-609.4375,54.905777,-1.210204,12.385645,-0.15451513,-9.0203285,-13.113963,0.03761081,-9.3506365,3.8115828,-8.07056,-2.2386923,-4.3755145,1
-616.4802,64.25037,-3.9663436,12.074752,7.80331,-17.127058,-11.568465,2.7730522,-13.969421,7.6282473,-10.131276,-1.0928576,-5.8355875,1
-536.4424,49.212242,-4.368385,5.9164147,3.9922452,-10.80742,-14.959839,1.1440747,-13.421807,6.7219176,-9.665562,-2.500333,-4.4100156,1
-531.5089,67.65501,-17.847391,6.181414,-5.029637,-13.798218,-18.224045,0.62436736,-16.913773,14.923339,-8.536272,-1.2647315,-3.225853,1
-508.96375,51.14252,-13.873947,10.849659,-0.6405422,-9.533971,-17.299364,-4.43525,-10.038561,5.259932,-6.9476914,-0.9161423,-4.385024,1
-512.0563,54.44859,-6.3091917,9.710875,4.1256256,-9.548177,-13.321473,1.4458935,-12.466027,13.190794,-7.9031606,1.3726923,-0.5742302,1
-517.2663,53.605995,-6.0239043,6.7581825,2.8740284,-8.840444,-17.823713,2.3459008,-11.934173,11.794875,-11.148067,-0.005681492,-2.426204,1
-525.50165,55.125275,-13.39818,7.0336704,0.36505616,-8.286498,-18.421959,-8.852047,-13.526578,4.391142,-9.682547,-3.4083169,-4.7052245,4
-501.7287,52.335724,-16.373987,-1.9521666,-4.252897,-6.23918,-19.327257,-7.933829,-16.457312,2.735553,-12.147861,-3.2514422,-5.6848154,4
-517.0284,40.78483,-7.6579447,4.637895,0.35909957,-12.825597,-19.63207,-6.471406,-16.505274,-2.0455372,-12.528391,-4.438681,-6.854447,4
-544.1911,46.097843,-5.1299515,-0.5794424,0.894041,-7.232462,-20.156738,-4.533294,-14.889732,1.5900515,-10.709082,-3.4227476,-6.570498,4
-419.28577,40.573284,-13.446832,-6.5813875,-6.818989,-7.5443387,-19.379543,-4.9307303,-17.980536,4.696732,-11.747459,-3.8684797,-3.593006,4
-382.50165,36.13156,-18.76944,-7.2358637,-11.5137825,-4.7620196,-21.24856,-9.01944,-20.749802,4.4584465,-13.273284,-3.081559,-4.4665546,4
-335.467,38.585453,-8.566501,-6.623479,-9.184997,-3.7034295,-21.888931,-11.06451,-22.50367,-2.9892588,-8.491015,-8.346881,-0.72028434,4
-386.04813,41.919224,-15.887382,-6.2154264,-1.1869715,-7.7442217,-18.862823,-7.4088335,-17.713875,2.9849937,-13.308384,-3.1423345,-3.9268732,4
-640.29016,67.64738,-5.3068886,12.809537,3.0016415,-4.6883025,-12.771621,-1.956848,-10.648192,1.8688926,-7.451839,-1.7988065,-4.486166,6
-646.29065,67.27346,-1.4975513,13.241506,2.4762862,-5.9529386,-11.516349,-0.26247528,-8.233804,-0.94971037,-5.985266,-1.599345,-4.480868,6
-583.8368,56.6411,-6.4382067,14.583509,0.23864038,-8.8157015,-16.442112,-3.8613012,-11.609766,1.8130877,-6.8999906,-2.0240607,-1.4028219,6
-592.75244,62.936317,1.2940314,14.085242,4.7134333,-7.4242854,-17.408094,-0.5028984,-12.3243065,2.6685946,-5.067548,-2.2499862,-2.5900567,6
-500.92694,53.819813,-19.016438,0.021118289,-6.0668144,-13.979857,-22.9462,-17.03494,-24.26944,-6.079143,-10.275648,-10.243238,-7.7031507,6
-458.03503,43.303905,-10.348254,5.961675,-4.7328887,-8.86947,-21.06722,-10.308622,-17.213438,-3.1716585,-12.591791,-9.048279,-7.5772004,6
-411.27762,46.28531,-12.595519,10.610751,1.3582612,-6.7920513,-20.515022,-14.387659,-16.494583,-2.9294448,-11.940398,-3.2425916,-6.500508,6
-463.00043,51.327686,-8.351457,9.446727,1.4675959,-5.466232,-15.794507,-11.548157,-16.721704,-1.7089107,-9.301616,-3.992901,-4.256092,6
-596.5701,61.16521,2.106916,20.161745,-2.0774913,-2.9540322,-15.209337,-7.8716435,-6.9697943,-4.952262,-6.6341124,-1.2488749,-6.546754,0
-493.57947,49.37607,-10.532194,16.766205,-4.5773993,-3.9390693,-15.886559,-8.427248,-9.203232,-8.693097,-6.361455,-1.7543397,-6.5108476,0
-510.00116,51.74079,-10.871461,15.008952,-5.116271,-6.459493,-21.144014,-9.525983,-8.898591,-6.6658587,-5.7057943,-0.1615481,-9.633201,0
-467.72305,50.039787,-12.45687,7.6330485,-4.344126,-9.767828,-19.396933,-9.821507,-11.0574465,-6.264572,-6.2037535,-2.0422342,-8.434671,0
-319.71115,31.996656,-15.617966,6.8263226,-16.11257,1.5972422,-19.580708,-7.3825955,-8.472329,-6.4019113,-4.153491,-2.8234553,-4.319227,0
-313.31168,32.87472,-12.460503,8.965244,-10.450718,-2.231957,-18.340052,-9.147719,-6.661622,-6.418506,-6.346717,-2.3879807,-4.008989,0
-335.0303,39.860775,-13.421343,4.5016594,-14.419285,-0.28161982,-18.680878,-11.088256,-8.535121,-4.925284,-5.74335,-2.9792795,-5.334352,0
-306.04282,34.509243,-12.138596,3.723918,-15.272087,0.3068666,-16.130342,-11.042892,-8.945597,-1.9875424,-6.274009,-4.1729608,-3.275646,0
-560.6674,57.939842,-3.5063415,13.660791,-0.22409327,-4.2627797,-22.778536,-3.8148708,-6.506873,-3.8293068,-7.9999647,-5.2931952,-6.966871,3
-496.97238,56.582073,-9.740843,12.669245,-3.8335974,-11.410947,-22.994778,-6.464705,-11.618884,-7.0244946,-9.822164,-7.9178834,-6.8338604,3
-514.40393,48.04485,-5.708442,9.253879,-3.3308315,-8.787945,-21.146088,-8.422347,-12.290548,-2.708199,-8.176772,-7.4476,-4.1642957,3
-531.3502,52.563843,-12.380714,12.47018,-1.3009163,-8.313568,-21.553135,-6.8994126,-11.732337,1.9128,-6.7783036,-3.6626658,-2.6135476,3
-351.4541,59.13271,-12.193968,16.994661,2.6456163,-0.734752,-9.527823,-3.4452982,-14.095142,11.595661,-10.316183,-2.7073112,1.6554071,3
-313.54483,40.169914,-24.166151,3.4868338,-6.8744135,-4.8414264,-28.155966,-11.147444,-19.70637,0.6352524,-13.439192,-6.818439,-0.65761477,3
-375.56445,44.26109,-9.93937,8.982304,0.8705647,1.2474593,-22.124098,-9.75572,-16.841251,3.048466,-9.466201,-7.8730855,-2.5596147,3
-323.51443,42.826046,-27.302744,-5.7088766,-7.6179357,-10.7631445,-26.61099,-10.081556,-25.82769,8.332261,-8.713368,-7.9138703,2.8616133,3
-522.1475,54.317085,-11.291972,11.790901,-6.3491435,-7.271427,-11.653728,-7.2731433,-3.7542596,1.0706066,-10.07349,-4.825283,-9.499446,2
-565.8078,57.382416,-6.975907,14.534848,-3.2051475,-7.3927574,-12.936081,-9.75297,-5.943118,-0.3878043,-8.302093,-4.6343412,-7.1311784,2
-571.56036,46.463326,1.8999937,13.304955,-1.5254904,-11.414711,-14.376818,-3.5626261,-5.1663284,-0.5389495,-12.074532,-3.8521044,-5.3144293,2
-489.65576,47.06394,-14.446749,10.721279,-3.604272,-12.633273,-15.687298,-8.484755,-7.3313484,1.8697944,-9.274656,-5.7646413,-9.268163,2
